edad;ingresos;vivienda;tiempo trabajado;motivo;scoring;cantidad;tipo de interes;solvencia;ratio endeudamiento;impagos;historial crediticio
21;44964;alquiler;2;estudios;D;24000;16.29;1;0.53;si;2
25;52000;alquiler;;personal;B;24000;10.74;1;0.46;no;2
22;17352;hipoteca;;estudios;C;2250;15.27;0;0.13;si;3
24;47000;alquiler;3;personal;D;24000;17.8;1;0.51;no;2
22;17400;hipoteca;6;viaje;B;1000;11.36;0;0.06;no;2
22;49000;alquiler;2;medico;D;24000;17.56;1;0.49;no;4
26;60000;alquiler;0;personal;A;24000;7.9;1;0.4;no;4
25;60000;alquiler;3;personal;B;24000;10.99;1;0.4;no;4
22;60000;alquiler;0;personal;A;24000;7.29;1;0.4;no;3
21;60000;alquiler;5;medico;B;24000;10.75;1;0.4;no;2
26;62004;alquiler;9;deuda;A;24000;7.9;1;0.39;no;3
22;62400;alquiler;3;estudios;D;24000;14.84;1;0.38;no;2
26;65000;alquiler;10;deuda;A;24000;;1;0.37;no;2
22;17760;hipoteca;6;estudios;C;4975;;1;0.28;si;3
23;59000;alquiler;5;deuda;D;24000;19.69;1;0.41;si;2
23;66000;alquiler;6;viaje;A;24000;;1;0.36;no;4
24;60000;alquiler;0;viaje;D;24000;14.96;1;0.4;no;4
25;66143;alquiler;9;estudios;A;24000;6.99;1;0.36;no;3
22;62250;alquiler;3;personal;D;24000;16.45;1;0.39;si;4
24;70000;alquiler;8;estudios;B;24000;10.99;1;0.34;no;4
23;74000;alquiler;7;deuda;B;24000;10.99;1;0.32;no;2
22;18000;pagada;3;personal;A;3000;7.9;1;0.17;no;4
22;75000;alquiler;6;estudios;B;24000;12.69;1;0.32;no;4
24;75000;alquiler;9;medico;B;24000;10.37;1;0.32;no;3
24;75000;alquiler;7;reforma;C;24000;;1;0.32;no;3
26;69000;alquiler;0;deuda;D;24000;15.83;1;0.35;no;3
23;78000;alquiler;4;personal;C;24000;13.92;1;0.31;no;3
22;18000;pagada;;viaje;B;2000;11.49;0;0.11;no;3
24;80000;alquiler;2;medico;B;24000;10.25;0;0.3;no;2
22;18000;pagada;1;reforma;A;3500;7.49;1;0.19;no;4
23;18000;pagada;3;estudios;A;4000;5.99;1;0.22;no;2
23;74700;alquiler;6;personal;D;24000;12.92;1;0.32;no;2
26;88596;alquiler;3;personal;B;24000;11.58;0;0.27;no;3
25;95000;alquiler;4;estudios;A;24000;8.9;0;0.25;no;2
22;83000;alquiler;6;deuda;D;24000;19.69;1;0.29;no;3
25;95000;alquiler;9;viaje;A;24000;6.54;0;0.25;no;4
21;18000;pagada;3;reforma;D;4900;14.54;1;0.27;si;4
21;18000;pagada;;estudios;B;5000;11.11;1;0.28;no;2
26;100000;alquiler;5;personal;C;24000;12.73;0;0.24;no;4
24;110000;alquiler;7;viaje;D;24000;15.62;0;0.22;no;4
24;18000;pagada;0;reforma;A;6250;6.54;1;0.35;no;4
22;98000;alquiler;7;deuda;D;24000;;1;0.24;si;2
26;103872;alquiler;6;deuda;D;24000;20.03;1;0.23;no;4
22;120000;alquiler;4;estudios;B;24000;9.91;0;0.2;no;4
24;120000;alquiler;1;viaje;B;24000;12.69;0;0.2;no;4
26;108000;alquiler;9;estudios;D;24000;20.16;1;0.22;no;3
24;124080;alquiler;4;personal;D;24000;16.49;0;0.19;si;4
23;18000;hipoteca;1;medico;D;2500;15.95;1;0.14;no;2
24;130000;alquiler;7;deuda;B;24000;11.49;0;0.18;no;3
25;135000;alquiler;8;personal;B;24000;10.99;0;0.18;no;2
24;135000;alquiler;4;reforma;C;24000;13.79;0;0.18;no;2
23;114750;alquiler;2;medico;D;24000;20.03;1;0.18;si;3
23;150000;alquiler;0;estudios;A;24000;7.49;0;0.16;no;4
23;138000;alquiler;7;deuda;D;24000;16;1;0.17;si;2
24;18000;pagada;6;personal;A;13000;7.88;1;0.72;no;3
21;18000;pagada;0;viaje;B;6250;10.62;1;0.35;no;4
26;155000;alquiler;7;deuda;B;24000;10.99;0;0.15;no;4
26;148000;alquiler;1;estudios;D;24000;18.3;1;0.16;no;2
26;170000;alquiler;3;deuda;C;24000;;0;0.14;si;2
21;18000;pagada;1;personal;B;2500;11.36;0;0.14;no;3
24;43896;alquiler;8;reforma;B;23975;;1;0.55;no;2
23;120000;alquiler;4;medico;C;23750;13.47;0;0.2;no;2
24;54996;alquiler;2;personal;B;23600;11.89;1;0.43;no;3
24;18000;hipoteca;0;deuda;B;10000;12.18;1;0.56;no;2
25;102000;alquiler;9;deuda;C;23600;13.49;0;0.23;no;4
23;75000;alquiler;3;personal;D;23575;14.5;1;0.31;no;4
22;18000;pagada;2;medico;C;4000;;1;0.22;no;2
22;18000;pagada;1;medico;D;5400;15.31;1;0.3;si;2
25;18000;hipoteca;1;medico;B;4000;;1;0.22;no;3
21;18000;pagada;5;viaje;B;3375;;1;0.19;no;2
22;66960;alquiler;1;viaje;A;23400;7.49;1;0.35;no;2
22;43385;alquiler;7;personal;C;23000;;1;0.53;no;3
25;56544;alquiler;3;estudios;B;23000;;1;0.41;no;2
23;60000;alquiler;2;viaje;B;23000;12.18;1;0.38;no;4
24;18000;hipoteca;3;viaje;C;1200;11.34;0;0.07;si;4
25;63208;alquiler;9;estudios;B;23000;9.91;1;0.36;no;3
24;65000;alquiler;0;reforma;B;23000;11.99;1;0.35;no;4
23;68000;alquiler;7;estudios;B;23000;9.62;1;0.34;no;2
22;18000;pagada;1;deuda;B;3000;9.96;1;0.17;no;3
25;80000;alquiler;9;viaje;C;23000;;0;0.29;no;2
24;88000;alquiler;1;viaje;D;23000;14.54;1;0.26;no;2
22;58600;alquiler;5;medico;B;22750;11.36;1;0.39;no;4
23;70000;alquiler;7;deuda;C;22500;14.27;1;0.32;no;2
24;18287;pagada;3;reforma;B;3000;11.99;1;0.16;no;3
26;69846;alquiler;2;estudios;D;22500;18.99;1;0.32;si;2
24;73000;alquiler;0;viaje;D;22400;16.7;1;0.31;si;4
24;18500;hipoteca;8;personal;A;5000;9.32;1;0.27;no;3
23;35000;alquiler;2;deuda;B;22250;12.69;1;0.64;no;3
25;43000;alquiler;9;reforma;C;22000;13.11;1;0.51;no;2
25;52000;alquiler;4;personal;B;22000;10.74;1;0.42;no;2
21;18701;hipoteca;0;personal;D;4200;14.11;1;0.22;si;4
22;57000;alquiler;6;estudios;B;22000;9.63;1;0.39;no;3
25;58000;alquiler;0;medico;C;22000;14.65;1;0.38;no;2
23;60000;alquiler;6;deuda;B;22000;10.25;1;0.37;no;4
24;60000;alquiler;3;viaje;C;22000;14.26;1;0.37;si;2
25;18840;hipoteca;5;estudios;B;3000;9.91;1;0.16;no;2
26;56000;alquiler;7;medico;D;22000;17.19;1;0.39;no;3
22;70000;alquiler;3;estudios;B;22000;11.36;1;0.31;no;4
22;66000;alquiler;1;estudios;D;22000;;1;0.33;no;2
23;74064;alquiler;3;deuda;B;22000;10.59;0;0.3;no;3
24;76597;alquiler;5;estudios;B;22000;9.25;0;0.29;no;2
22;19000;pagada;6;medico;A;3625;8.49;1;0.19;no;3
26;77000;alquiler;0;viaje;A;22000;6.54;0;0.29;no;3
21;19000;pagada;5;medico;A;6000;8.49;1;0.32;no;3
24;80000;alquiler;0;medico;A;22000;;0;0.28;no;4
26;82600;alquiler;10;viaje;B;22000;12.69;0;0.27;no;2
24;19000;pagada;3;medico;C;7400;13.85;1;0.39;no;2
25;19000;pagada;3;deuda;A;4000;7.4;1;0.21;no;3
23;84000;alquiler;3;deuda;B;22000;11.71;0;0.26;no;4
25;77650;alquiler;8;personal;B;22000;11.48;1;0.28;no;3
25;82000;alquiler;1;estudios;D;22000;17.51;1;0.27;no;2
21;19012;hipoteca;0;deuda;D;3500;14.61;1;0.18;no;3
23;99996;alquiler;3;deuda;A;22000;7.88;0;0.22;no;4
23;110000;alquiler;0;personal;B;22000;;0;0.2;no;3
22;19200;hipoteca;6;personal;B;4950;11.71;1;0.26;no;2
25;57000;alquiler;4;personal;B;21700;11.99;1;0.38;no;2
24;54000;alquiler;5;viaje;C;21600;13.49;1;0.4;no;2
23;56000;alquiler;8;medico;D;21600;21.21;1;0.39;si;4
26;63000;alquiler;2;deuda;C;21600;14.35;1;0.34;si;3
22;82000;alquiler;3;personal;C;21600;13.61;0;0.26;si;3
22;78000;alquiler;6;deuda;B;21600;11.26;1;0.28;no;3
22;19200;pagada;0;viaje;B;2400;10.59;0;0.13;no;3
24;112140;alquiler;8;medico;A;21600;7.9;0;0.19;no;2
24;19200;hipoteca;;reforma;A;7000;5.99;1;0.36;no;4
25;19200;pagada;4;estudios;B;3000;11.99;1;0.16;no;4
24;59000;alquiler;5;medico;D;21500;16.89;1;0.36;no;3
24;70000;alquiler;5;reforma;B;21500;9.99;1;0.31;no;3
24;116000;alquiler;5;estudios;D;21500;15.33;0;0.19;si;3
25;60000;alquiler;5;estudios;A;21450;7.29;1;0.36;no;4
22;31000;alquiler;5;deuda;B;21250;12.42;1;0.69;no;3
25;47052;alquiler;5;viaje;B;21250;10.99;1;0.45;no;2
25;51060;alquiler;9;viaje;A;21250;6.91;1;0.42;no;2
22;19200;hipoteca;6;deuda;C;5000;14.17;1;0.26;si;2
22;53000;alquiler;3;medico;B;21250;10.25;1;0.4;no;3
26;19200;pagada;0;estudios;B;9250;;1;0.48;no;2
24;56000;alquiler;8;viaje;D;21250;15.95;1;0.38;si;3
24;65000;alquiler;4;estudios;D;21250;15.95;1;0.33;si;4
21;35000;alquiler;3;viaje;B;21000;12.53;1;0.6;no;4
22;19200;hipoteca;6;reforma;D;1400;14.91;1;0.07;si;4
23;19200;hipoteca;7;medico;A;3000;;1;0.16;no;4
26;40000;alquiler;3;medico;A;21000;6.54;1;0.53;no;4
25;19200;pagada;2;viaje;B;1000;;0;0.05;no;3
26;42000;alquiler;0;medico;D;21000;17.26;1;0.5;si;4
23;63000;alquiler;2;medico;B;21000;11.36;1;0.33;no;2
26;19200;hipoteca;5;viaje;A;4000;7.51;1;0.21;no;4
22;59000;alquiler;2;personal;B;21000;10.71;1;0.36;no;3
22;70500;alquiler;3;personal;C;21000;13.98;0;0.3;si;4
26;65219;alquiler;11;deuda;D;21000;14.09;1;0.32;no;3
22;75000;alquiler;2;estudios;B;21000;10;0;0.28;no;3
22;19200;hipoteca;3;medico;D;5000;15.33;1;0.26;no;3
25;62047;alquiler;9;medico;D;21000;16.32;1;0.29;si;4
24;79000;alquiler;8;reforma;A;21000;7.9;0;0.27;no;2
23;80000;alquiler;3;medico;B;21000;11.99;0;0.26;no;3
24;84000;alquiler;8;medico;B;21000;10.75;0;0.25;no;4
26;85000;alquiler;3;reforma;C;21000;13.92;0;0.25;no;3
22;93000;alquiler;1;estudios;B;21000;9.91;0;0.23;no;3
26;81000;alquiler;10;estudios;D;21000;16.95;1;0.26;si;3
26;97000;alquiler;1;estudios;A;21000;7.9;0;0.22;no;3
26;97000;alquiler;3;estudios;C;21000;;0;0.22;si;3
25;100000;alquiler;2;personal;D;21000;16.49;1;0.21;si;3
26;19200;pagada;0;personal;C;7500;11.97;1;0.39;si;2
21;19253;hipoteca;;deuda;A;6250;6.17;1;0.32;no;3
26;125000;alquiler;5;reforma;A;21000;8.9;0;0.17;no;2
25;125000;alquiler;9;estudios;C;21000;12.99;0;0.17;si;3
23;82000;alquiler;2;personal;B;20900;12.69;0;0.25;no;2
21;19500;hipoteca;0;estudios;B;15000;9.64;1;0.77;no;2
26;50000;alquiler;7;viaje;A;20500;7.49;1;0.41;no;3
23;70000;alquiler;2;estudios;C;20500;13.16;0;0.29;si;3
22;19800;pagada;1;estudios;A;2100;8.38;0;0.11;no;4
23;54000;alquiler;7;personal;A;20375;7.49;1;0.38;no;2
26;26000;alquiler;10;estudios;B;20050;9.76;1;0.77;no;2
24;33000;alquiler;1;deuda;B;20000;10.99;1;0.61;no;3
23;20000;pagada;0;personal;B;5000;11.71;0;0.25;no;4
22;20000;pagada;6;personal;B;9250;10.65;0;0.46;no;4
24;35364;alquiler;1;medico;B;20000;12.53;1;0.57;no;4
25;38000;alquiler;4;medico;D;20000;14.59;1;0.53;no;4
23;32000;alquiler;3;deuda;D;20000;12.61;1;0.63;no;4
25;38004;alquiler;6;medico;C;20000;13.11;1;0.53;no;2
23;20000;hipoteca;2;medico;B;6400;10.65;0;0.32;no;4
25;38556;alquiler;9;personal;C;20000;11.22;1;0.52;si;4
23;32900;alquiler;1;estudios;D;20000;16;1;0.61;no;2
25;34000;alquiler;10;reforma;B;20000;8.88;1;0.59;no;4
24;40000;alquiler;4;personal;B;20000;12.53;1;0.5;no;3
21;36000;alquiler;5;medico;D;20000;;1;0.56;si;2
26;20000;hipoteca;5;medico;A;4800;5.99;0;0.24;no;3
25;42000;alquiler;2;estudios;C;20000;13.47;1;0.48;no;4
22;42224;alquiler;7;viaje;A;20000;6.99;1;0.47;no;4
25;20000;pagada;0;personal;D;5650;15.99;0;0.28;si;2
23;20000;hipoteca;7;estudios;C;3625;;0;0.18;si;3
22;37212;alquiler;6;deuda;D;20000;16.69;1;0.54;no;3
25;38000;alquiler;9;medico;B;20000;11.11;1;0.53;no;4
22;45000;alquiler;0;estudios;A;20000;7.9;1;0.44;no;4
23;45000;alquiler;4;personal;B;20000;10.25;1;0.44;no;2
24;45000;alquiler;8;medico;D;20000;;1;0.44;no;2
23;20000;pagada;7;medico;A;1200;7.49;0;0.06;no;3
22;45000;alquiler;1;deuda;C;20000;13.92;1;0.44;si;3
24;39000;alquiler;5;medico;D;20000;14.74;1;0.51;no;2
24;46500;alquiler;5;estudios;B;20000;10.62;1;0.43;no;2
22;48000;alquiler;7;viaje;B;20000;10.65;1;0.42;no;3
22;42000;alquiler;1;personal;D;20000;12.99;1;0.48;no;3
22;48500;alquiler;1;viaje;B;20000;11.36;1;0.41;no;4
22;20000;pagada;3;estudios;A;7500;5.79;0;0.38;no;4
23;49400;alquiler;0;estudios;A;20000;6.54;1;0.4;no;4
25;20000;hipoteca;1;viaje;A;4000;5.79;0;0.2;no;2
25;50000;alquiler;10;deuda;A;20000;7.49;1;0.4;no;3
25;50000;alquiler;9;estudios;C;20000;13.43;1;0.4;no;2
22;50000;alquiler;6;deuda;C;20000;13.22;1;0.4;no;2
22;20000;pagada;1;viaje;C;5000;14.72;0;0.25;no;3
22;44000;alquiler;2;estudios;D;20000;15.68;1;0.45;no;4
24;50866;alquiler;6;medico;B;20000;;1;0.39;no;3
25;50950;alquiler;5;reforma;B;20000;11.48;1;0.39;no;3
24;51000;alquiler;8;viaje;B;20000;10.38;1;0.39;no;3
22;51000;alquiler;5;estudios;B;20000;12.53;1;0.39;no;3
22;51000;alquiler;0;estudios;C;20000;13.47;1;0.39;no;2
24;51500;alquiler;6;viaje;B;20000;12.21;1;0.39;no;4
25;51996;alquiler;9;viaje;B;20000;10.99;1;0.38;no;3
25;52000;alquiler;1;estudios;B;20000;11.36;1;0.38;no;4
22;46000;alquiler;2;deuda;D;20000;16;1;0.43;si;4
26;20000;hipoteca;1;personal;A;1500;7.74;0;0.07;no;3
24;52000;alquiler;8;estudios;D;20000;15.65;1;0.38;si;2
25;46000;alquiler;9;deuda;C;20000;11.78;1;0.43;si;2
24;52559;alquiler;9;reforma;B;20000;;1;0.38;no;3
22;47000;alquiler;5;medico;D;20000;16.77;1;0.43;no;3
22;54000;alquiler;2;estudios;B;20000;9.91;1;0.37;no;4
23;48000;alquiler;7;medico;D;20000;15.65;1;0.42;no;4
23;48000;alquiler;0;medico;D;20000;14.96;1;0.42;no;3
23;54000;alquiler;1;viaje;B;20000;11.83;1;0.37;no;4
24;48912;alquiler;0;medico;C;20000;11.66;1;0.41;no;4
26;54996;alquiler;8;estudios;B;20000;12.18;1;0.36;no;4
24;55000;alquiler;8;reforma;A;20000;6.91;1;0.36;no;2
25;55000;alquiler;3;deuda;A;20000;6.91;1;0.36;no;3
26;49000;alquiler;0;reforma;D;20000;19.79;1;0.41;no;3
25;55000;alquiler;0;viaje;B;20000;9.88;1;0.36;no;4
22;20000;hipoteca;0;personal;B;16600;9.76;0;0.83;no;3
23;55000;alquiler;5;deuda;B;20000;12.53;1;0.36;no;2
25;55200;alquiler;7;viaje;B;20000;;1;0.36;no;4
23;20004;hipoteca;6;personal;A;7125;6.99;0;0.36;no;2
23;57000;alquiler;3;estudios;D;20000;16.89;1;0.35;no;2
22;51012;alquiler;1;personal;D;20000;17.49;1;0.39;si;4
23;20004;hipoteca;2;estudios;D;2500;16.82;0;0.12;si;2
26;20004;hipoteca;4;reforma;B;3600;;0;0.18;no;2
22;58000;alquiler;0;deuda;C;20000;13.11;1;0.34;no;2
23;58800;alquiler;7;deuda;A;20000;7.66;1;0.34;no;3
26;59000;alquiler;10;medico;A;20000;6.17;1;0.34;no;3
26;53000;alquiler;1;personal;D;20000;16.35;1;0.38;si;4
23;60000;alquiler;7;medico;A;20000;7.9;1;0.33;no;2
24;54000;alquiler;2;viaje;D;20000;16.49;1;0.37;no;2
21;20245;pagada;5;viaje;A;3550;;0;0.18;no;4
26;20280;hipoteca;5;reforma;A;7000;8;0;0.35;no;2
24;60000;alquiler;0;personal;B;20000;10.99;1;0.33;no;2
24;20352;pagada;3;viaje;A;7750;6.91;0;0.38;no;3
25;54000;alquiler;6;personal;B;20000;8.88;1;0.37;no;3
24;60000;alquiler;8;viaje;A;20000;;1;0.33;no;4
23;54000;alquiler;6;deuda;D;20000;14.84;1;0.37;si;3
23;54000;alquiler;2;personal;B;20000;11.12;1;0.37;no;2
22;60000;alquiler;4;estudios;A;20000;7.88;1;0.33;no;3
25;60000;alquiler;2;estudios;B;20000;;1;0.33;no;2
22;20400;hipoteca;6;estudios;D;6000;15.99;0;0.29;si;4
24;20400;hipoteca;5;deuda;B;5500;10.99;0;0.27;no;4
25;60000;alquiler;9;estudios;B;20000;;1;0.33;no;3
25;54000;alquiler;1;personal;D;20000;15.65;1;0.37;si;3
24;54000;alquiler;1;personal;D;20000;17.04;1;0.37;si;3
23;60000;alquiler;3;estudios;B;20000;12.21;1;0.33;no;2
21;20400;pagada;2;estudios;C;1275;15.23;0;0.06;si;3
25;54000;alquiler;1;deuda;D;20000;14.11;1;0.37;no;4
24;60000;alquiler;0;personal;B;20000;11.14;1;0.33;no;2
21;20400;pagada;5;medico;B;2400;11.49;0;0.12;no;4
24;60000;alquiler;8;personal;D;20000;13.87;1;0.33;no;4
26;60000;alquiler;3;reforma;B;20000;10.08;1;0.33;no;4
23;54504;alquiler;1;personal;D;20000;16.7;1;0.37;si;4
24;55000;alquiler;2;viaje;D;20000;18.64;1;0.36;no;2
24;61000;alquiler;2;reforma;B;20000;12.18;1;0.33;no;4
22;20400;pagada;0;deuda;D;3800;;0;0.19;si;3
25;62000;alquiler;3;medico;A;20000;6.54;1;0.32;no;3
24;56000;alquiler;3;estudios;D;20000;14.61;1;0.36;si;4
21;56000;alquiler;4;viaje;D;20000;17.39;1;0.36;si;3
24;62400;alquiler;8;reforma;B;20000;11.12;1;0.32;no;2
25;62400;alquiler;7;viaje;B;20000;11.48;1;0.32;no;2
25;63000;alquiler;3;medico;B;20000;12.42;1;0.32;no;3
26;58000;alquiler;0;deuda;B;20000;10.25;1;0.34;no;2
23;65000;alquiler;0;medico;B;20000;10.65;1;0.31;no;3
24;20800;pagada;0;personal;D;5000;16.29;0;0.24;si;3
23;65000;alquiler;0;medico;B;20000;10.37;1;0.31;no;2
23;65000;alquiler;7;viaje;B;20000;11.49;1;0.31;no;3
24;20856;pagada;;viaje;B;10000;10.59;0;0.48;no;4
25;20868;pagada;0;viaje;C;5375;13.49;0;0.26;si;2
26;59000;alquiler;3;personal;C;20000;;1;0.34;no;4
23;59000;alquiler;7;estudios;C;20000;12.29;1;0.34;no;4
21;21000;hipoteca;5;deuda;D;3500;17.27;1;0.17;si;2
26;65004;alquiler;7;deuda;B;20000;11.99;1;0.31;no;2
25;59004;alquiler;1;personal;D;20000;14.84;1;0.34;si;2
23;59004;alquiler;5;deuda;B;20000;10.83;1;0.34;no;2
23;65500;alquiler;2;deuda;C;20000;13.22;1;0.31;no;2
22;66996;alquiler;3;estudios;B;20000;12.18;0;0.3;no;2
23;67000;alquiler;0;medico;B;20000;11.11;0;0.3;no;2
24;67000;alquiler;5;reforma;C;20000;13.48;0;0.3;si;2
26;68000;alquiler;10;estudios;B;20000;10.75;0;0.29;no;4
25;68000;alquiler;4;personal;C;20000;12.53;0;0.29;si;4
24;62400;alquiler;4;deuda;D;20000;14.84;1;0.32;no;4
23;69500;alquiler;3;viaje;D;20000;17.74;0;0.29;si;2
25;70000;alquiler;5;reforma;B;20000;9.99;0;0.29;no;2
22;70000;alquiler;2;personal;A;20000;6.91;0;0.29;no;4
25;64000;alquiler;0;reforma;D;20000;;1;0.31;no;4
25;71004;alquiler;9;personal;D;20000;14.09;0;0.28;no;2
22;21000;hipoteca;4;deuda;B;3000;11.49;0;0.14;no;3
23;71004;alquiler;8;estudios;D;20000;14.09;0;0.28;no;3
23;55392;alquiler;3;medico;D;20000;15.2;1;0.31;si;4
24;72000;alquiler;5;medico;B;20000;11.83;0;0.28;no;2
24;21000;pagada;4;personal;B;6000;12.21;0;0.29;no;2
23;66000;alquiler;1;viaje;D;20000;14.11;1;0.3;no;3
22;66000;alquiler;3;deuda;D;20000;14.42;1;0.3;no;2
24;72000;alquiler;4;reforma;D;20000;14.74;0;0.28;si;3
24;74000;alquiler;0;reforma;B;20000;12.69;0;0.27;no;3
22;21120;hipoteca;3;deuda;D;1625;16.89;1;0.08;si;3
25;75000;alquiler;8;deuda;B;20000;;0;0.27;no;4
21;21216;hipoteca;5;reforma;D;4500;;1;0.21;si;2
25;21221;hipoteca;4;viaje;B;8500;9.63;0;0.4;no;4
24;75000;alquiler;4;reforma;B;20000;8.88;0;0.27;no;3
26;75000;alquiler;5;medico;A;20000;6.91;0;0.27;no;4
26;75000;alquiler;3;estudios;A;20000;;0;0.27;no;3
25;75000;alquiler;0;personal;B;20000;10.38;0;0.27;no;3
22;69000;alquiler;6;deuda;B;20000;10.99;1;0.29;no;4
22;75000;alquiler;2;viaje;C;20000;;0;0.27;no;2
21;21600;hipoteca;6;personal;A;7575;;0;0.35;no;3
26;21600;pagada;5;estudios;B;5200;12.42;0;0.24;no;3
24;69000;alquiler;0;reforma;D;20000;14.82;1;0.29;no;4
23;75600;alquiler;3;personal;D;20000;16.32;0;0.26;si;3
23;59497;alquiler;0;medico;D;20000;16;1;0.29;no;3
23;76000;alquiler;7;medico;B;20000;10.37;0;0.26;no;3
26;70000;alquiler;7;deuda;C;20000;13.16;1;0.29;no;3
24;70000;alquiler;8;viaje;D;20000;14.88;1;0.29;no;4
22;77004;alquiler;6;deuda;C;20000;13.98;0;0.26;no;4
26;71004;alquiler;0;reforma;D;20000;13.36;1;0.28;si;2
21;21600;pagada;;viaje;A;7125;6.99;0;0.33;no;3
22;21600;hipoteca;;estudios;A;4025;5.42;0;0.19;no;4
24;21600;hipoteca;8;medico;A;8000;5.42;0;0.37;no;2
26;78000;alquiler;8;reforma;C;20000;13.85;0;0.26;si;4
22;21600;hipoteca;;personal;C;4000;12.99;0;0.19;no;2
26;21600;pagada;;medico;B;4200;9.99;0;0.19;no;3
22;21600;hipoteca;6;viaje;C;1400;;0;0.06;no;2
23;61200;alquiler;4;medico;B;20000;11.14;1;0.28;no;2
21;21600;hipoteca;2;deuda;A;3800;5.99;0;0.18;no;2
24;72000;alquiler;6;deuda;D;20000;;1;0.28;si;4
23;78000;alquiler;3;viaje;B;20000;11.58;0;0.26;no;3
23;78500;alquiler;7;medico;C;20000;13.85;0;0.25;si;4
23;79000;alquiler;5;estudios;D;20000;16.89;0;0.25;si;4
23;80000;alquiler;4;medico;A;20000;7.9;0;0.25;no;4
23;21600;pagada;2;viaje;C;6000;12.68;0;0.28;no;4
22;62900;alquiler;6;medico;D;20000;14.91;1;0.27;no;4
24;80000;alquiler;3;viaje;C;20000;13.06;0;0.25;no;4
25;80000;alquiler;7;estudios;B;20000;8.88;0;0.25;no;4
23;21600;hipoteca;7;estudios;A;2000;6.17;0;0.09;no;4
22;80000;alquiler;3;estudios;C;20000;13.98;0;0.25;si;4
22;21600;pagada;3;viaje;A;8500;6.54;0;0.39;no;4
26;62900;alquiler;2;medico;C;20000;13.85;1;0.27;no;3
26;21600;hipoteca;0;reforma;B;1000;10.36;0;0.05;no;3
25;74004;alquiler;2;personal;D;20000;15.95;1;0.27;si;4
25;80004;alquiler;9;reforma;C;20000;14.26;0;0.25;si;4
23;80700;alquiler;7;medico;B;20000;11.71;0;0.25;no;2
22;81000;alquiler;3;deuda;C;20000;13.49;0;0.25;no;4
24;21600;hipoteca;0;deuda;D;2000;14.84;1;0.09;no;2
22;82000;alquiler;6;estudios;C;20000;;0;0.24;si;2
23;76042;alquiler;6;reforma;D;20000;15.05;1;0.26;si;4
22;76654;alquiler;2;estudios;C;20000;13.79;1;0.26;si;4
24;83500;alquiler;1;estudios;C;20000;13.48;0;0.24;no;3
26;21600;pagada;;viaje;A;3000;6.76;0;0.14;no;2
23;84000;alquiler;7;personal;B;20000;11.11;0;0.24;no;4
25;84000;alquiler;9;estudios;C;20000;13.92;0;0.24;no;2
23;21600;pagada;0;estudios;B;4400;12.53;0;0.2;no;2
21;21600;hipoteca;2;deuda;B;10000;11.14;0;0.46;no;2
24;78996;alquiler;2;reforma;D;20000;14.11;1;0.25;no;2
23;85000;alquiler;0;medico;A;20000;7.49;0;0.24;no;2
25;85000;alquiler;3;deuda;B;20000;10.25;0;0.24;no;3
26;73000;alquiler;3;personal;B;20000;12.53;1;0.27;no;2
21;21816;hipoteca;2;personal;B;1500;11.86;0;0.07;no;3
23;21840;pagada;1;viaje;A;9000;7.88;0;0.41;no;3
25;85000;alquiler;4;reforma;B;20000;;0;0.24;no;2
24;21948;hipoteca;2;viaje;D;4000;;0;0.18;no;2
22;87000;alquiler;5;deuda;C;20000;13.85;0;0.23;no;4
23;21996;pagada;4;personal;C;6000;13.23;0;0.27;no;4
22;90000;alquiler;5;personal;B;20000;;0;0.22;no;4
23;78000;alquiler;0;reforma;D;20000;18.25;1;0.26;si;2
24;90000;alquiler;9;deuda;A;20000;6.54;0;0.22;no;3
23;90000;alquiler;2;medico;B;20000;11.49;0;0.22;no;4
26;90000;alquiler;10;medico;B;20000;11.49;0;0.22;no;3
22;22000;hipoteca;6;estudios;B;7000;11.71;0;0.32;no;2
23;90000;alquiler;0;deuda;C;20000;13.57;0;0.22;no;4
25;91229;alquiler;2;estudios;C;20000;14.35;0;0.22;no;3
26;22000;hipoteca;3;deuda;B;3825;10.65;0;0.17;no;4
22;92000;alquiler;6;viaje;D;20000;15.65;0;0.22;si;2
22;22000;hipoteca;3;viaje;A;6500;;0;0.3;no;4
25;22000;hipoteca;9;estudios;A;5875;6.62;1;0.27;no;2
25;92407;alquiler;9;medico;B;20000;9.25;0;0.22;no;2
22;22000;hipoteca;0;medico;B;2400;11.71;0;0.11;no;3
24;22000;hipoteca;8;personal;A;8000;5.42;0;0.36;no;4
26;93492;alquiler;0;deuda;B;20000;9.45;0;0.21;no;4
23;22000;hipoteca;5;deuda;A;1550;7.49;1;0.07;no;2
22;94500;alquiler;2;personal;B;20000;;0;0.21;no;2
23;83000;alquiler;7;deuda;C;20000;;1;0.24;no;2
23;95000;alquiler;2;estudios;B;20000;10.99;0;0.21;no;2
24;95000;alquiler;4;reforma;D;20000;;0;0.21;si;3
21;22000;pagada;5;viaje;A;7350;7.66;0;0.33;no;2
23;96000;alquiler;1;medico;C;20000;13.04;0;0.21;no;3
22;22000;hipoteca;6;personal;A;7200;7.14;0;0.33;no;2
22;85200;alquiler;6;viaje;D;20000;15.65;1;0.23;si;4
22;98000;alquiler;2;estudios;B;20000;11.83;0;0.2;no;4
